Puzzle #,StartWord,Word 1,Word 2,Word 3,Word 4,EndWord,Letter 1,Letter 2,Letter 3,Letter 4,Letter 5,EasyH1a,EasyH1b,EasyH2a,EasyH2b,EasyH3a,EasyH3b,EasyH4a,EasyH4b
940,POUR,SOUR,SOAR,BOAR,BEAR,BEAK,S,A,B,E,K,3U,4R,4R,1S,3A,2O,3A,4R
941,GIFT,LIFT,LIFE,LIVE,LOVE,COVE,L,E,V,O,C,2I,3F,3F,2I,1L,4E,3V,4E
942,BANG,BANS,BASS,MASS,MAST,MIST,S,S,M,T,I,3N,2A,4S,2A,2A,3S,2A,3S
943,HOOP,COOP,CROP,PROP,PROM,FROM,C,R,P,M,F,3O,2O,3O,4P,3O,4P,2R,1P
944,SWAN,SPAN,SPIN,SHIN,THIN,TWIN,P,I,H,T,W,3A,4N,2P,4N,3I,4N,2H,4N
945,WORE,BORE,BARE,BALE,TALE,TALK,B,A,L,T,K,4E,3R,4E,1B,2A,1B,3L,4E
946,BUMS,BUNS,BANS,BANE,CANE,CAVE,N,A,E,C,V,4S,1B,1B,3N,1B,3N,4E,3N
947,HARD,BARD,BAND,BANS,BINS,BIOS,B,N,S,I,O,2A,3R,1B,2A,3N,2A,1B,4S
948,SUNK,PUNK,PUNT,PANT,PAST,FAST,P,T,A,S,F,2U,3N,1P,2U,1P,4T,2A,4T
949,PROG,PROS,BROS,BRAS,BRAN,GRAN,S,B,A,N,G,3O,1P,2R,4S,4S,1B,2R,3A
950,INNS,IONS,SONS,SUNS,GUNS,GUMS,O,S,U,G,M,4S,3N,2O,4S,4S,1S,3N,4S
951,ALUM,SLUM,SLIM,SLIT,SUIT,QUIT,S,I,T,U,Q,3U,2L,1S,4M,1S,3I,3I,1S
952,CULT,CURT,CART,CARS,BARS,BATS,R,A,S,B,T,4T,1C,4T,3R,1C,2A,4S,3R
953,GAVE,GALE,GALL,GULL,DULL,DULY,L,L,U,D,Y,1G,4E,2A,1G,3L,4L,3L,4L
954,FATE,FATS,BATS,BETS,BEES,BEEN,S,B,E,E,N,1F,2A,2A,3T,4S,3T,1B,4S
955,STEM,SEEM,SEED,WEED,WELD,WILD,E,D,W,L,I,1S,4M,2E,1S,4D,3E,4D,2E
956,OUTS,PUTS,PITS,PITA,VITA,VISA,P,I,A,V,S,4S,2U,4S,3T,2I,3T,3T,2I
957,BANG,BANS,SANS,SONS,SOUS,SOUL,S,S,O,U,L,3N,2A,4S,3N,3N,1S,2O,4S
958,VIAL,DIAL,DEAL,DEAD,DEED,SEED,D,E,D,E,S,3A,4L,4L,3A,1D,2E,1D,2E
959,HILL,HALL,HAIL,MAIL,MAIN,GAIN,A,I,M,N,G,3L,4L,2A,1H,4L,2A,3I,1M
960,SALT,MALT,MELT,FELT,FEAT,FEAR,M,E,F,A,R,3L,2A,3L,4T,2E,4T,1F,2E
961,HERB,HERD,HEAD,READ,ROAD,ROAM,D,A,R,O,M,2E,1H,2E,1H,4D,2E,3A,4D
962,KIDS,BIDS,BEDS,BEES,BEER,SEER,B,E,E,R,S,4S,3D,1B,4S,4S,2E,3E,2E
963,LIKE,BIKE,BITE,BITS,BIOS,BOOS,B,T,S,O,O,3K,4E,1B,2I,2I,1B,1B,4S
964,BOND,BAND,BANE,MANE,MANA,MAMA,A,E,M,A,M,4D,3N,3N,1B,3N,4E,1M,3N
965,LOCO,LOCK,LOOK,BOOK,BOOT,BOAT,K,O,B,T,A,2O,3C,1L,2O,2O,3O,3O,1B
966,CAIN,COIN,CONN,CONE,HONE,HONG,O,N,E,H,G,3I,4N,2O,4N,1C,2O,2O,4E
967,LOGS,DOGS,DOCS,DOCK,JOCK,JACK,D,C,K,J,A,4S,2O,4S,2O,2O,3C,2O,3C
968,NICE,LICE,LICK,LOCK,LOCO,COCO,L,K,O,O,C,4E,2I,1L,2I,4K,1L,1L,3C
969,BANS,CANS,CONS,CONN,COIN,CAIN,C,O,N,I,A,3N,2A,1C,4S,3N,2O,2O,1C
970,DALE,BALE,BANE,BANS,BAYS,BOYS,B,N,S,Y,O,3L,2A,1B,4E,3N,2A,1B,4S
971,HAIL,HALL,HALE,HARE,FARE,FARM,L,E,R,F,M,4L,2A,2A,3L,2A,1H,4E,3R
972,AGED,AGES,APES,APPS,ALPS,ALAS,S,P,P,L,A,2G,1A,3E,4S,2P,1A,1A,4S
973,CLAM,SLAM,SEAM,SEAL,SELL,WELL,S,E,L,L,W,3A,2L,1S,4M,1S,2E,4L,1S
974,DUCT,DUST,MUST,MOST,MOSS,MOMS,S,M,O,S,M,4T,2U,4T,2U,1M,3S,3S,2O
975,TAIL,TALL,TELL,TEAL,TEAM,TERM,L,E,A,M,R,1T,2A,1T,3L,4L,2E,1T,3A
976,KEEN,BEEN,BEES,LEES,LIES,LIPS,B,S,L,I,P,4N,3E,2E,3E,3E,2E,3E,1L
977,DADA,DADS,PADS,PANS,PANT,PACT,S,P,N,T,C,3D,1D,4S,2A,2A,1P,1P,2A
978,TAKE,CAKE,CAPE,CAPS,CUPS,PUPS,C,P,S,U,P,4E,2A,4E,2A,1C,3P,1C,3P
979,REDS,REPS,RAPS,RAPE,RAKE,FAKE,P,A,E,K,F,2E,4S,1R,3P,3P,2A,1R,2A
980,SECT,SEAT,SEAL,SELL,TELL,TOLL,A,L,L,T,O,4T,2E,3A,2E,4L,1S,4L,2E
981,MIST,MINT,MINK,KINK,KICK,TICK,N,K,K,C,T,2I,4T,2I,3N,4K,3N,2I,4K
982,CURT,CURE,CORE,COPE,POPE,PIPE,E,O,P,P,I,1C,3R,4E,3R,1C,4E,2O,4E
983,MACE,MALE,MALL,FALL,FELL,FEEL,L,L,F,E,E,4E,1M,3L,2A,3L,2A,3L,1F
984,AMPS,APPS,APES,ARES,ARCS,ORCS,P,E,R,C,O,4S,1A,1A,4S,4S,3E,1A,2R
985,GALE,GALL,FALL,FELL,FEEL,FEED,L,F,E,E,D,1G,3L,3L,4L,3L,4L,1F,4L
986,WEAK,WEEK,SEEK,SEED,SLED,SLEW,E,S,D,L,W,4K,2E,3E,2E,3E,2E,1S,3E
987,WARP,CARP,CARS,CANS,PANS,PENS,C,S,N,P,E,2A,3R,2A,3R,1C,4S,2A,3N
988,PULL,DULL,DUEL,DUET,DUST,GUST,D,E,T,S,G,2U,3L,1D,2U,1D,3E,2U,1D
989,DUNK,PUNK,PUNS,PENS,LENS,LETS,P,S,E,L,T,4K,3N,2U,3N,4S,3N,2E,3N
990,FARE,BARE,BARS,BAGS,BEGS,BEDS,B,S,G,E,D,4E,2A,2A,1B,1B,4S,1B,3G
991,SODA,SOFA,SOFT,SIFT,RIFT,RIOT,F,T,I,R,O,1S,2O,1S,3F,1S,3F,4T,3F
992,MIDI,MINI,MIND,BIND,BAND,BALD,N,D,B,A,L,1M,2I,1M,2I,2I,3N,3N,1B
993,VARY,WARY,WARE,MARE,MANE,MINE,W,E,M,N,I,4Y,3R,3R,1W,2A,4E,4E,2A
994,GARB,BARB,BARK,BACK,BUCK,YUCK,B,K,C,U,Y,2A,3R,1B,3R,1B,2A,3C,4K
995,SHIN,CHIN,CHIP,CHOP,COOP,COMP,C,P,O,O,M,2H,3I,3I,1C,4P,2H,1C,3O
996,INKS,INNS,IONS,DONS,DOTS,LOTS,N,O,D,T,L,2N,4S,1I,3N,3N,4S,2O,4S
997,GALL,GALS,GAPS,TAPS,TOPS,TOES,S,P,T,O,E,3L,1G,1G,4S,3P,4S,1T,3P
998,GALE,DALE,DARE,DIRE,DINE,DINO,D,R,I,N,O,2A,4E,2A,1D,1D,3R,1D,4E
999,THEE,THEN,THAN,THAT,CHAT,COAT,N,A,T,C,O,2H,1T,4N,1T,3A,2H,3A,4T
1000,GAZE,GAGE,CAGE,CASE,CAST,LAST,G,C,S,T,L,2A,4E,4E,2A,2A,4E,2A,3S
1001,YELL,YELP,HELP,HELD,HERD,HERB,P,H,D,R,B,1Y,3L,2E,3L,2E,3L,4D,1H
1002,SPAM,SHAM,SHAW,THAW,THAT,WHAT,H,W,T,T,W,4M,1S,1S,2H,3A,2H,3A,1T
1003,HAUL,HAIL,SAIL,SAID,SLID,SLIM,I,S,D,L,M,2A,4L,3I,4L,3I,1S,3I,4D
1004,ALAS,ALAN,CLAN,CLAP,FLAP,FLAX,N,C,P,F,X,1A,3A,2L,3A,3A,2L,2L,3A
1005,LOGS,LEGS,LEES,SEES,SEAS,SEAL,E,E,S,A,L,4S,1L,4S,1L,2E,4S,2E,4S
1006,AVID,ARID,GRID,GRIM,BRIM,BRIE,R,G,M,B,E,4D,1A,4D,3I,2R,3I,2R,3I
1007,SUNK,BUNK,BUNS,BUMS,BUMP,HUMP,B,S,M,P,H,4K,2U,3N,2U,2U,4S,2U,1B
1008,RACK,BACK,BECK,BEAK,BEAT,BELT,B,E,A,T,L,3C,2A,4K,1B,4K,1B,1B,2E
1009,PUKE,POKE,POSE,POST,PAST,EAST,O,S,T,A,E,4E,3K,4E,2O,2O,3S,1P,4T
1010,BABY,BABE,BAKE,LAKE,LAME,LAMA,E,K,L,M,A,3B,2A,4E,1B,4E,3K,4E,1L
1011,POLE,POSE,POST,PEST,TEST,TEXT,S,T,E,T,X,1P,2O,3S,1P,3S,4T,4T,3S
1012,GROW,GREW,GREY,GRAY,GRAM,TRAM,E,Y,A,M,T,4W,1G,3E,1G,2R,4Y,3A,2R
1013,DUEL,DUES,DOES,DONS,DONE,BONE,S,O,N,E,B,1D,3E,3E,4S,1D,2O,1D,2O
1014,RODS,RODE,CODE,COME,COMP,COUP,E,C,M,P,U,1R,3D,4E,2O,4E,2O,2O,1C
1015,YUCK,TUCK,TURK,TURN,TORN,TORO,T,R,N,O,O,3C,2U,2U,1T,2U,1T,3R,4N
1016,REFS,REES,SEES,SUES,HUES,HUBS,E,S,U,H,B,2E,1R,3E,2E,1S,3E,2U,3E
1017,LINK,SINK,SINS,SIMS,SUMS,SUMO,S,S,M,U,O,2I,4K,1S,3N,4S,2I,4S,3M
1018,BOWL,HOWL,HOWE,HOVE,HAVE,PAVE,H,E,V,A,P,4L,2O,3W,2O,2O,1H,1H,4E
1019,HEED,FEED,FEEL,FELL,BELL,BILL,F,L,L,B,I,4D,3E,3E,1F,2E,1F,4L,3L
1020,MUCK,DUCK,DUCT,DUET,DUEL,DUAL,D,T,E,L,A,3C,2U,2U,3C,1D,2U,3E,2U
1021,SOMA,SOME,TOME,TOMS,TOTS,BOTS,E,T,S,T,B,1S,3M,3M,4E,1T,3M,4S,2O
1022,WASH,BASH,BASE,BANE,BONE,BONY,B,E,N,O,Y,3S,2A,1B,2A,2A,4E,4E,3N
1023,WAKE,LAKE,LACE,LACK,LUCK,DUCK,L,C,K,U,D,3K,2A,2A,4E,3C,1L,1L,3C
1024,DORK,FORK,FORT,FONT,WONT,WENT,F,T,N,W,E,3R,2O,2O,3R,2O,1F,4T,3N
1025,BONY,BONE,BANE,BASE,BASH,LASH,E,A,S,H,L,2O,1B,1B,3N,2A,4E,3S,1B
1026,YAWN,DAWN,DOWN,GOWN,GOON,GOOD,D,O,G,O,D,4N,3W,1D,4N,4N,3W,2O,1G
1027,PING,PINS,BINS,BIDS,BEDS,BEES,S,B,D,E,E,1P,3N,4S,3N,2I,1B,1B,3D
1028,META,MESA,MESS,LESS,LEST,LOST,S,S,L,T,O,2E,4A,1M,3S,4S,2E,1L,2E
1029,HOLY,HOLE,HALE,TALE,TILE,TIDE,E,A,T,I,D,2O,3L,4E,3L,4E,2A,1T,3L
1030,CUTE,CUTS,PUTS,PETS,PEAS,PEAK,S,P,E,A,K,2U,3T,4S,2U,1P,3T,2E,4S
1031,DEAR,TEAR,TEAM,TRAM,TRAY,TROY,T,M,R,Y,O,4R,3A,2E,1T,4M,3A,3A,1T
1032,RICH,RICK,RISK,DISK,DISH,FISH,K,S,D,H,F,3C,2I,4K,1R,2I,3S,2I,3S
1033,HULK,HULL,HILL,TILL,TILE,TIRE,L,I,T,E,R,3L,2U,3L,1H,2I,4L,3L,2I
1034,FOND,FORD,WORD,WARD,WARY,WAVY,R,W,A,Y,V,2O,4D,3R,4D,3R,4D,1W,2A
1035,MAST,MATT,MATE,MITE,RITE,RITZ,T,E,I,R,Z,2A,1M,1M,3T,3T,1M,3T,2I
1036,TOOK,BOOK,BOOS,BOSS,MOSS,MISS,B,S,S,M,I,2O,4K,2O,3O,2O,1B,2O,3S
1037,GAGS,GAPS,CAPS,CABS,CUBS,CUBE,P,C,B,U,E,1G,4S,3P,4S,4S,2A,3B,1C
1038,LAND,LEND,LEAD,MEAD,MEAT,MOAT,E,A,M,T,O,1L,3N,4D,1L,2E,3A,3A,1M
1039,HATS,HATE,HALE,MALE,MILE,MILD,E,L,M,I,D,3T,2A,1H,2A,4E,2A,1M,4E
1040,CATE,GATE,GALE,GALL,GILL,GIRL,G,L,L,I,R,2A,3T,4E,2A,1G,3L,4L,3L
1041,CAMS,CAME,CARE,HARE,HAZE,HAZY,E,R,H,Z,Y,2A,3M,1C,4E,3R,4E,1H,4E
1042,EGOS,EROS,BROS,BOOS,BOOT,BOUT,R,B,O,T,U,3O,4S,3O,4S,3O,4S,1B,3O
1043,YANK,BANK,BAND,BALD,BALL,BELL,B,D,L,L,E,2A,3N,1B,2A,1B,4D,3L,2A
1044,MUCH,MUCK,BUCK,BUNK,BUNS,BUDS,K,B,N,S,D,1M,3C,4K,3C,4K,2U,3N,2U
1045,ODDS,ADDS,AIDS,BIDS,BUDS,BUMS,A,I,B,U,M,4S,3D,1A,4S,3D,4S,3D,4S
1046,JAKE,TAKE,TALE,TALL,TELL,TEAL,T,L,L,E,A,2A,3K,2A,4E,3L,1T,3L,1T
1047,CAFE,CANE,LANE,LAND,LAID,MAID,N,L,D,I,M,1C,2A,4E,3N,2A,1L,4D,1L
1048,COLE,COKE,CAKE,FAKE,FACE,FACT,K,A,F,C,T,4E,1C,3K,1C,4E,2A,1F,2A
1049,YOUR,SOUR,SOUS,SONS,TONS,TOMS,S,S,N,T,M,2O,3U,3U,2O,4S,2O,3N,2O
1050,CARS,CANS,PANS,PENS,PEAS,SEAS,N,P,E,A,S,1C,4S,4S,2A,1P,4S,2E,1P
1051,KICK,PICK,PECK,PEAK,PEAR,NEAR,P,E,A,R,N,3C,4K,4K,3C,4K,1P,3A,2E
1052,NEED,DEED,DIED,DIES,DIPS,LIPS,D,I,S,P,L,3E,2E,1D,4D,3E,1D,4S,1D
1053,TEAR,LEAR,LEAD,LOAD,LORD,LORE,L,D,O,R,E,2E,4R,2E,1L,3A,1L,2O,1L
1054,ROAR,BOAR,BOAT,COAT,COAL,COOL,B,T,C,L,O,4R,3A,1B,2O,2O,3A,1C,2O
1055,HUBS,RUBS,RUNS,RUNE,DUNE,DUKE,R,N,E,D,K,2U,3B,2U,4S,3N,1R,3N,2U
1056,LOWS,LOSS,LOST,LIST,MIST,MITT,S,T,I,M,T,4S,1L,2O,3S,3S,1L,2I,4T
1057,DYED,DEED,SEED,SEND,SENT,DENT,E,S,N,T,D,4D,1D,2E,3E,4D,1S,3N,1S
1058,SKIT,SLIT,SLOT,SOOT,SORT,TORT,L,O,O,R,T,3I,4T,1S,2L,1S,4T,2O,4T
1059,SEAM,SEAS,SETS,BETS,BATS,BARS,S,T,B,A,R,3A,1S,1S,2E,2E,4S,3T,1B
1060,DIME,DINE,DONE,BONE,BODE,BODY,N,O,B,D,Y,1D,2I,4E,3N,2O,3N,2O,1B
1061,BATH,BATS,BETS,VETS,VETO,KETO,S,E,V,O,K,1B,3T,4S,3T,3T,2E,2E,3T
1062,KEMP,KEEP,PEEP,PEEK,PECK,NECK,E,P,K,C,N,2E,1K,4P,2E,1P,3E,1P,2E
1063,CLAD,CLAM,CRAM,TRAM,TRAP,WRAP,M,R,T,P,W,1C,3A,1C,4M,4M,2R,3A,1T
1064,ROUX,ROUT,BOUT,BOOT,BOOS,BOWS,T,B,O,S,W,3U,2O,2O,4T,1B,4T,3O,2O
1065,BORN,BARN,BARD,HARD,HERD,HEED,A,D,H,E,E,4N,1B,2A,3R,3R,4D,4D,3R
1066,BEET,BENT,BEND,BAND,SAND,SAID,N,D,A,S,I,4T,1B,2E,3N,3N,4D,4D,3N
1067,RULE,RUDE,RIDE,AIDE,AIDS,BIDS,D,I,A,S,B,4E,2U,4E,3D,4E,2I,2I,3D
1068,HERD,HARD,HART,TART,TORT,TOOT,A,T,T,O,O,1H,4D,1H,2A,3R,2A,1T,4T
1069,HOWL,HOWE,HOVE,HIVE,HIDE,SIDE,E,V,I,D,S,1H,3W,4E,1H,4E,1H,4E,2I
1070,MUSK,MUCK,TUCK,TURK,TURN,TORN,C,T,R,N,O,4K,1M,3C,2U,1T,2U,3R,2U
1071,DECO,DECK,DUCK,TUCK,TURK,TURN,K,U,T,R,N,3C,2E,1D,3C,2U,3C,1T,2U
1072,LAKH,LAKE,LIKE,MIKE,MILE,MILO,E,I,M,L,O,2A,3K,4E,1L,4E,3K,4E,2I
1073,RIFT,RIFE,RITE,RATE,HATE,HALE,E,T,A,H,L,3F,1R,4E,2I,1R,4E,2A,4E
1074,JAKE,JANE,LANE,LAND,LAID,MAID,N,L,D,I,M,2A,1J,2A,4E,2A,3N,4D,2A
1075,MESH,MASH,MAST,MOST,MOOT,MOON,A,T,O,O,N,1M,3S,1M,3S,1M,3S,4T,1M
1076,SEPT,SEAT,SEAL,SELL,SILL,WILL,A,L,L,I,W,1S,2E,2E,3A,4L,1S,1S,3L
1077,CHOW,CHOP,COOP,COUP,SOUP,SOUL,P,O,U,S,L,2H,3O,4P,1C,4P,1C,2O,3U
1078,HATS,HATE,HALE,HALL,HAIL,HAIR,E,L,L,I,R,3T,2A,2A,4E,1H,2A,1H,2A
1079,FLOW,FLAW,FLAT,FEAT,BEAT,BEAU,A,T,E,B,U,1F,4W,1F,2L,1F,3A,2E,3A
1080,NEON,NOON,BOON,BORN,BARN,WARN,O,B,R,A,W,1N,4N,3O,4N,2O,4N,3R,1B
1081,ZETA,BETA,BETS,GETS,GUTS,HUTS,B,S,G,U,H,3T,2E,2E,3T,3T,2E,3T,4S
1082,LEAR,BEAR,BEAM,SEAM,SCAM,SCAN,B,M,S,C,N,3A,2E,2E,3A,2E,3A,1S,4M
1083,HOWE,HOLE,HALE,BALE,BALL,BULL,L,A,B,L,U,2O,1H,4E,1H,2A,4E,2A,3L
1084,HASH,HAST,HART,PART,PARK,PORK,T,R,P,K,O,3S,1H,1H,2A,4T,2A,2A,1P
1085,EARN,EARS,EATS,FATS,FITS,FIGS,S,T,F,I,G,1E,3R,4S,2A,3T,4S,3T,4S
1086,LITE,BITE,BILE,BALE,BALM,PALM,B,L,A,M,P,2I,3T,1B,4E,1B,3L,3L,1B
1087,MINA,MANA,MANS,MONS,MOMS,MUMS,A,S,O,M,U,1M,4A,1M,2A,4S,3N,2O,1M
1088,DUCK,DUCT,DUST,BUST,BUSY,BURY,T,S,B,Y,R,3C,1D,1D,2U,4T,3S,2U,1B
1089,BEER,BEAR,DEAR,DEAL,DUAL,DUEL,A,D,L,U,E,1B,2E,2E,4R,2E,1D,3A,1D
1090,FOND,FEND,FEED,SEED,SHED,SHEA,E,E,S,H,A,1F,4D,4D,1F,4D,2E,1S,3E
1091,SIDE,SINE,DINE,DONE,DONS,DOGS,N,D,O,S,G,1S,2I,3N,4E,1D,3N,3N,2O
1092,DAMS,CAMS,CANS,CONS,MONS,MONO,C,N,O,M,O,4S,3M,4S,2A,4S,1C,4S,3N
1093,TOIL,TOOL,POOL,POOH,POSH,PUSH,O,P,H,S,U,2O,1T,4L,3O,1P,2O,2O,4H
1094,CHAD,CLAD,CLAY,PLAY,PRAY,PREY,L,Y,P,R,E,3A,1C,1C,3A,4Y,2L,4Y,1P
1095,NOSE,DOSE,DONE,DUNE,DUNK,HUNK,D,N,U,K,H,2O,3S,2O,4E,3N,4E,1D,3N
1096,HIVE,HAVE,HARE,HARD,HAND,RAND,A,R,D,N,R,3V,4E,2A,4E,3R,2A,4D,2A
1097,CONS,MONS,MONK,MINK,KINK,KIRK,M,K,I,K,R,4S,3N,1M,3N,4K,3N,2I,3N
1098,LETS,LENS,LEND,LEAD,LOAD,LORD,N,D,A,O,R,4S,2E,2E,3N,2E,1L,3A,1L
1099,REAP,REAR,PEAR,PEAS,PENS,PANS,R,P,S,N,A,3A,2E,3A,4R,2E,1P,2E,1P
1100,PROS,PROP,DROP,DRIP,TRIP,TRIM,P,D,I,T,M,3O,2R,3O,2R,2R,1D,3I,4P
1101,FURS,OURS,OARS,MARS,MART,MORT,O,A,M,T,O,3R,2U,4S,3R,3R,4S,2A,3R
1102,SAGE,SAME,LAME,LAMP,LUMP,HUMP,M,L,P,U,H,4E,2A,2A,3M,1L,2A,4P,3M
1103,GAME,LAME,LACE,LACK,BACK,BUCK,L,C,K,B,U,4E,3M,2A,4E,2A,3C,4K,2A
1104,HUNG,HUNK,HULK,HULL,DULL,DUAL,K,L,L,D,A,1H,2U,1H,2U,2U,3L,2U,4L
1105,MATE,MALE,BALE,BALL,BAIL,BOIL,L,B,L,I,O,4E,1M,2A,4E,2A,3L,1B,4L
1106,BENT,BEND,BAND,BANS,BAYS,DAYS,D,A,S,Y,D,2E,3N,1B,3N,2A,1B,4S,2A
1107,SKEW,SLEW,SLED,SLID,SKID,SKIN,L,D,I,K,N,4W,1S,2L,1S,4D,2L,3I,4D
1108,LILY,OILY,OILS,OWLS,OWES,OWED,O,S,W,E,D,3L,4Y,3L,1O,1O,3L,2W,1O
1109,BIRD,BIND,WIND,WILD,WILT,GILT,N,W,L,T,G,4D,2I,3N,4D,1W,4D,1W,2I
1110,TEES,TOES,DOES,DONS,DONE,DUNE,O,D,N,E,U,3E,4S,2O,3E,2O,1D,1D,2O
1111,GILL,GALL,GALE,GATE,HATE,HATH,A,E,T,H,H,3L,1G,1G,2A,2A,4E,2A,4E
1112,GEEK,SEEK,SEED,SEND,SAND,WAND,S,D,N,A,W,4K,2E,3E,1S,1S,4D,1S,3N
1113,DAYS,BAYS,BOYS,BOOS,BOOT,MOOT,B,O,O,T,M,3Y,4S,3Y,4S,4S,1B,1B,2O
1114,KISS,KITS,PITS,PETS,PEAS,PEAK,T,P,E,A,K,1K,4S,4S,2I,3T,1P,2E,4S
1115,RIPE,ROPE,COPE,COME,COMB,BOMB,O,C,M,B,B,3P,4E,2O,4E,2O,1C,3M,2O
1116,BRAN,BRAT,BOAT,BOOT,BLOT,BLOB,T,O,O,L,B,3A,2R,1B,4T,4T,2O,3O,1B
1117,MOBS,MOSS,LOSS,LASS,LASH,LAKH,S,L,A,H,K,1M,4S,4S,2O,1L,3S,1L,2A
1118,INNS,IONS,SONS,SUNS,PUNS,PUBS,O,S,U,P,B,4S,1I,2O,4S,4S,3N,4S,3N
1119,TRIM,BRIM,BRIT,WRIT,WHIT,WHAT,B,T,W,H,A,2R,4M,1B,3I,2R,3I,1W,3I
1120,KNEW,KNOW,SNOW,SLOW,FLOW,FLOP,O,S,L,F,P,4W,1K,4W,2N,4W,3O,2L,3O
1121,FLIP,FLAP,FLAT,FIAT,FIST,GIST,A,T,I,S,G,1F,2L,3A,1F,1F,3A,2I,4T
1122,GAIT,BAIT,BRIT,BRAT,BEAT,BEAR,B,R,A,E,R,4T,2A,3I,1B,2R,4T,4T,3A
1123,NUTS,NETS,PETS,PEAS,PEAK,WEAK,E,P,A,K,W,3T,1N,2E,3T,1P,4S,2E,1P
1124,CALM,BALM,BALE,GALE,GAVE,GIVE,B,E,G,V,I,2A,4M,3L,2A,2A,4E,2A,1G
1125,TWIG,TWIN,THIN,CHIN,CAIN,GAIN,N,H,C,A,G,2W,1T,4N,3I,4N,3I,1C,4N
1126,TROT,TOOT,BOOT,BOOS,BOSS,JOSS,O,B,S,S,J,1T,3O,3O,4T,3O,1B,1B,4S
1127,TING,TINS,TONS,TOSS,JOSS,JOSH,S,O,S,J,H,1T,2I,3N,1T,1T,2O,2O,3S
1128,WOOF,HOOF,HOOD,HOLD,HELD,HELP,H,D,L,E,P,2O,3O,3O,1H,1H,4D,1H,3L
1129,FLED,FEED,DEED,DEAD,DEAL,SEAL,E,D,A,L,S,1F,3E,2E,3E,1D,2E,3A,1D
1130,STAT,SEAT,SEAS,SETS,BETS,BOTS,E,S,T,B,O,3A,1S,3A,1S,1S,4S,4S,2E
1131,HOWE,HOLE,HALE,GALE,GALS,GAPS,L,A,G,S,P,4E,2O,3L,1H,2A,3L,1G,3L
1132,COZY,CORY,CORD,FORD,FORM,FARM,R,D,F,M,A,2O,1C,2O,1C,2O,3R,1F,2O
1133,SILK,SICK,RICK,RISK,DISK,DISS,C,R,S,D,S,2I,4K,2I,3C,4K,1R,2I,4K
1134,PAWS,LAWS,LOWS,LOWE,LONE,NONE,L,O,E,N,N,4S,3W,4S,1L,3W,2O,1L,4E
1135,CARB,CARE,CASE,CASH,WASH,WISH,E,S,H,W,I,2A,3R,1C,4E,2A,1C,2A,3S
1136,BEDS,BEGS,BAGS,BANS,BANK,RANK,G,A,N,K,R,1B,2E,3G,1B,1B,4S,1B,3N
1137,LAMB,LAME,LANE,LANG,LUNG,SUNG,E,N,G,U,S,2A,1L,2A,1L,1L,3N,4G,3N
1138,VANE,CANE,CAME,CAMP,DAMP,DUMP,C,M,P,D,U,3N,2A,4E,1C,1C,3M,3M,2A
1139,ARIA,ARID,GRID,GRIM,TRIM,TRIO,D,G,M,T,O,1A,2R,2R,4D,1G,3I,4M,2R
1140,FORE,FORD,LORD,LOAD,LEAD,LEWD,D,L,A,E,W,2O,3R,3R,2O,4D,2O,4D,1L
1141,FROM,PROM,PROP,PREP,PEEP,WEEP,P,P,E,E,W,3O,4M,2R,3O,1P,4P,3E,1P
1142,PINK,PUNK,BUNK,BULK,BULL,FULL,U,B,L,L,F,1P,3N,2U,3N,1B,2U,3L,2U
1143,DARN,DARK,PARK,PERK,PEEK,PEER,K,P,E,E,R,1D,2A,2A,4K,1P,4K,1P,4K
1144,LIMB,LIME,TIME,TIRE,TORE,TORI,E,T,R,O,I,2I,3M,2I,4E,4E,1T,1T,3R
1145,DOWN,TOWN,TORN,TORE,LORE,LOSE,T,R,E,L,S,2O,3W,1T,2O,1T,3R,2O,4E
1146,COAL,COAT,COST,LOST,LIST,LIFT,T,S,L,I,F,2O,1C,4T,2O,2O,3S,4T,3S
1147,NAME,TAME,TOME,TOMS,TOTS,LOTS,T,O,S,T,L,4E,3M,3M,4E,1T,2O,2O,1T
1148,BANK,BANE,CANE,CAVE,NAVE,NAVY,E,C,V,N,Y,3N,1B,2A,4E,1C,2A,2A,4E
1149,SOUS,SONS,SINS,SINE,WINE,WIPE,N,I,E,W,P,2O,4S,1S,3N,3N,2I,2I,4E
1150,KNIT,KNOT,KNOW,SNOW,STOW,STEW,O,W,S,T,E,2N,4T,1K,3O,3O,4W,1S,3O
1151,SEES,SEEK,PEEK,PERK,PORK,PORN,K,P,R,O,N,3E,2E,4K,3E,2E,4K,3R,1P
1152,DELL,BELL,BULL,BULK,BUCK,DUCK,B,U,K,C,D,2E,3L,3L,1B,3L,2U,4K,2U
1153,FILM,FILL,FELL,FEEL,FEED,REED,L,E,E,D,R,2I,3L,1F,3L,2E,4L,3E,2E
1154,BEES,SEES,SEAS,SEAM,SHAM,SHAY,S,A,M,H,Y,4S,2E,4S,1S,2E,1S,1S,4M
1155,KICK,KINK,KIND,BIND,BAND,BALD,N,D,B,A,L,1K,2I,3N,2I,2I,3N,1B,3N
1156,QUIT,SUIT,SLIT,SLIM,SLAM,SLAY,S,L,M,A,Y,3I,4T,3I,4T,2L,3I,1S,2L
1157,BEET,BEES,BEDS,REDS,RODS,RODE,S,D,R,O,E,2E,1B,4S,2E,2E,4S,4S,1R
1158,PALE,TALE,TALL,TELL,TEAL,REAL,T,L,E,A,R,3L,4E,2A,1T,4L,3L,1T,4L
